label,name,id,abstract,substitution_group,type,period,balance,nillable,facets,documentation
Disclosure of detailed information about concentrations of risk that arises from contracts within scope of IFRS 17 [abstract],DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIFRS17Abstract,ifrs-full_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIFRS17Abstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Disclosure of detailed information about concentrations of risk that arises from contracts within scope of IFRS 17 [line items],DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIFRS17LineItems,ifrs-full_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIFRS17LineItems,true,xbrli:item,xbrli:stringItemType,duration,,true,,Line items represent concepts included in a table. These concepts are used to disclose reportable information associated with members defined in one or many axes of the table.
Disclosure of detailed information about concentrations of risk that arises from contracts within scope of IFRS 17 [table],DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIFRS17Table,ifrs-full_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIFRS17Table,true,xbrldt:hypercubeItem,xbrli:stringItemType,duration,,true,,Schedule disclosing information related to concentrations of risk that arises from contracts within the scope of IFRS 17.
Disclosure of detailed information about concentrations of risk that arises from contracts within scope of IFRS 17 [text block],DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIFRS17Explanatory,ifrs-full_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIFRS17Explanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The disclosure of detailed information about concentrations of risk that arises from contracts within the scope of IFRS 17.
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 [abstract],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4Abstract,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4Abstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 [line items],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4LineItems,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4LineItems,true,xbrli:item,xbrli:stringItemType,duration,,true,,Line items represent concepts included in a table. These concepts are used to disclose reportable information associated with members defined in one or many axes of the table.
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 [table],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4Table,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4Table,true,xbrldt:hypercubeItem,xbrli:stringItemType,duration,,true,,Schedule disclosing information related to the financial assets described in paragraph 39E(a) of IFRS 4.
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 [text block],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4Explanatory,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4Explanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,"The disclosure of detailed information about the financial assets described in paragraph 39E(a) of IFRS 4. [Refer: Financial assets described in paragraph 39E(a) of IFRS 4, fair value]"
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 for associates [abstract],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForAssociatesAbstract,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForAssociatesAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 for associates [line items],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForAssociatesLineItems,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForAssociatesLineItems,true,xbrli:item,xbrli:stringItemType,duration,,true,,Line items represent concepts included in a table. These concepts are used to disclose reportable information associated with members defined in one or many axes of the table.
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 for associates [table],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForAssociatesTable,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForAssociatesTable,true,xbrldt:hypercubeItem,xbrli:stringItemType,duration,,true,,Schedule disclosing information related to the financial assets described in paragraph 39E(a) of IFRS 4 for associates.
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 for associates [text block],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForAssociatesExplanatory,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForAssociatesExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,"The disclosure of detailed information about the financial assets described in paragraph 39E(a) of IFRS 4 for associates. [Refer: Financial assets described in paragraph 39E(a) of IFRS 4, fair value]"
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 for joint ventures [abstract],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForJointVenturesAbstract,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForJointVenturesAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 for joint ventures [line items],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForJointVenturesLineItems,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForJointVenturesLineItems,true,xbrli:item,xbrli:stringItemType,duration,,true,,Line items represent concepts included in a table. These concepts are used to disclose reportable information associated with members defined in one or many axes of the table.
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 for joint ventures [table],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForJointVenturesTable,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForJointVenturesTable,true,xbrldt:hypercubeItem,xbrli:stringItemType,duration,,true,,Schedule disclosing information related to the financial assets described in paragraph 39E(a) of IFRS 4 for joint ventures.
Disclosure of detailed information about financial assets described in paragraph 39E(a) of IFRS 4 for joint ventures [text block],DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForJointVenturesExplanatory,ifrs-full_DisclosureOfDetailedInformationAboutFinancialAssetsDescribedInParagraph39EaOfIFRS4ForJointVenturesExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,"The disclosure of detailed information about the financial assets described in paragraph 39E(a) of IFRS 4 for joint ventures. [Refer: Financial assets described in paragraph 39E(a) of IFRS 4, fair value]"
Disclosure of detailed information about financial instruments [abstract],DisclosureOfFinancialInstrumentsAbstract,ifrs-full_DisclosureOfFinancialInstrumentsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Disclosure of detailed information about financial instruments [line items],DisclosureOfFinancialInstrumentsLineItems,ifrs-full_DisclosureOfFinancialInstrumentsLineItems,true,xbrli:item,xbrli:stringItemType,duration,,true,,Line items represent concepts included in a table. These concepts are used to disclose reportable information associated with members defined in one or many axes of the table.
Disclosure of detailed information about financial instruments [table],DisclosureOfFinancialInstrumentsTable,ifrs-full_DisclosureOfFinancialInstrumentsTable,true,xbrldt:hypercubeItem,xbrli:stringItemType,duration,,true,,Schedule disclosing information related to details of financial instruments.
Disclosure of detailed information about financial instruments [text block],DisclosureOfDetailedInformationAboutFinancialInstrumentsExplanatory,ifrs-full_DisclosureOfDetailedInformationAboutFinancialInstrumentsExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,"The disclosure of detailed information about financial instruments. [Refer: Financial instruments, class [member]]"
Disclosure of detailed information about hedged items [abstract],DisclosureOfDetailedInformationAboutHedgedItemsAbstract,ifrs-full_DisclosureOfDetailedInformationAboutHedgedItemsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Disclosure of detailed information about hedged items [line items],DisclosureOfDetailedInformationAboutHedgedItemsLineItems,ifrs-full_DisclosureOfDetailedInformationAboutHedgedItemsLineItems,true,xbrli:item,xbrli:stringItemType,duration,,true,,Line items represent concepts included in a table. These concepts are used to disclose reportable information associated with members defined in one or many axes of the table.
Disclosure of detailed information about hedged items [table],DisclosureOfDetailedInformationAboutHedgedItemsTable,ifrs-full_DisclosureOfDetailedInformationAboutHedgedItemsTable,true,xbrldt:hypercubeItem,xbrli:stringItemType,duration,,true,,Schedule disclosing information related to details of hedged items.
Disclosure of detailed information about hedged items [text block],DisclosureOfDetailedInformationAboutHedgedItemsExplanatory,ifrs-full_DisclosureOfDetailedInformationAboutHedgedItemsExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The disclosure of detailed information about hedged items. [Refer: Hedged items [member]]
Disclosure of detailed information about hedges [abstract],DisclosureOfHedgeAccountingAbstract,ifrs-full_DisclosureOfHedgeAccountingAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Disclosure of detailed information about hedges [line items],DisclosureOfHedgeAccountingLineItems,ifrs-full_DisclosureOfHedgeAccountingLineItems,true,xbrli:item,xbrli:stringItemType,duration,,true,,Line items represent concepts included in a table. These concepts are used to disclose reportable information associated with members defined in one or many axes of the table.
Disclosure of detailed information about hedges [table],DisclosureOfHedgeAccountingTable,ifrs-full_DisclosureOfHedgeAccountingTable,true,xbrldt:hypercubeItem,xbrli:stringItemType,duration,,true,,Schedule disclosing information related to details of hedges.
Disclosure of detailed information about hedges [text block],DisclosureOfDetailedInformationAboutHedgesExplanatory,ifrs-full_DisclosureOfDetailedInformationAboutHedgesExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,The disclosure of detailed information about hedges.
Disclosure of detailed information about hedging instruments [abstract],DisclosureOfDetailedInformationAboutHedgingInstrumentsAbstract,ifrs-full_DisclosureOfDetailedInformationAboutHedgingInstrumentsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Disclosure of detailed information about hedging instruments [line items],DisclosureOfDetailedInformationAboutHedgingInstrumentsLineItems,ifrs-full_DisclosureOfDetailedInformationAboutHedgingInstrumentsLineItems,true,xbrli:item,xbrli:stringItemType,duration,,true,,Line items represent concepts included in a table. These concepts are used to disclose reportable information associated with members defined in one or many axes of the table.
